(0, 0, 2021-05-01, 93801.4, 5.03)
(0, 1, 2021-05-01, 93801.4, 1.01)
(0, 2, 2021-05-01, 93801.4, 2.96)
(0, 3, 2021-05-01, 93801.4, 9.37)
(0, 4, 2021-05-01, 93801.4, 4.5)
(0, 0, 2021-05-02, 120094.2, 6.27)
(0, 1, 2021-05-02, 120094.2, 6.22)
(0, 2, 2021-05-02, 120094.2, 5.43)
(0, 3, 2021-05-02, 120094.2, 8.1)
(0, 4, 2021-05-02, 120094.2, 1.42)
(0, 0, 2021-05-03, 185004.2, 5.91)
(0, 1, 2021-05-03, 185004.2, 1.85)
(0, 2, 2021-05-03, 185004.2, 1.24)
(0, 3, 2021-05-03, 185004.2, 3.35)
(0, 4, 2021-05-03, 185004.2, 6.08)
(0, 0, 2021-05-04, 123143.4, 8.13)
(0, 1, 2021-05-04, 123143.4, 2.4)
(0, 2, 2021-05-04, 123143.4, 3.69)
(0, 3, 2021-05-04, 123143.4, 5.1)
(0, 4, 2021-05-04, 123143.4, 9.17)
(0, 0, 2021-05-05, 115225.4, 2.7)
(0, 1, 2021-05-05, 115225.4, 1.72)
(0, 2, 2021-05-05, 115225.4, 5.92)
(0, 3, 2021-05-05, 115225.4, 7.06)
(0, 4, 2021-05-05, 115225.4, 4.47)
(0, 0, 2021-05-06, 96131.4, 5.45)
(0, 1, 2021-05-06, 96131.4, 6.51)
(0, 2, 2021-05-06, 96131.4, 5.09)
(0, 3, 2021-05-06, 96131.4, 9.46)
(0, 4, 2021-05-06, 96131.4, 8.9)
(0, 0, 2021-05-07, 81720.2, 6.97)
(0, 1, 2021-05-07, 81720.2, 7.23)
(0, 2, 2021-05-07, 81720.2, 4.44)
(0, 3, 2021-05-07, 81720.2, 4.1)
(0, 4, 2021-05-07, 81720.2, 7.44)
(0, 0, 2021-05-08, 230675.6, 3.79)
(0, 1, 2021-05-08, 230675.6, 9.61)
(0, 2, 2021-05-08, 230675.6, 3.76)
(0, 3, 2021-05-08, 230675.6, 5.81)
(0, 4, 2021-05-08, 230675.6, 3.29)
(0, 0, 2021-05-09, 105889.4, 6.24)
(0, 1, 2021-05-09, 105889.4, 3.03)
(0, 2, 2021-05-09, 105889.4, 4.8)
(0, 3, 2021-05-09, 105889.4, 3.2)
(0, 4, 2021-05-09, 105889.4, 9.05)
(0, 0, 2021-05-10, 92242.4, 8.09)
(0, 1, 2021-05-10, 92242.4, 1.04)
(0, 2, 2021-05-10, 92242.4, 5.28)
(0, 3, 2021-05-10, 92242.4, 4.16)
(0, 4, 2021-05-10, 92242.4, 5.38)
(0, 0, 2021-05-11, 151542.4, 3.68)
(0, 1, 2021-05-11, 151542.4, 1.46)
(0, 2, 2021-05-11, 151542.4, 2.82)
(0, 3, 2021-05-11, 151542.4, 1.28)
(0, 4, 2021-05-11, 151542.4, 1.9)
(0, 0, 2021-05-12, 148523.6, 4.44)
(0, 1, 2021-05-12, 148523.6, 4.1)
(0, 2, 2021-05-12, 148523.6, 6.93)
(0, 3, 2021-05-12, 148523.6, 1.26)
(0, 4, 2021-05-12, 148523.6, 9.55)
(0, 0, 2021-05-13, 110405.0, 1.47)
(0, 1, 2021-05-13, 110405.0, 3.83)
(0, 2, 2021-05-13, 110405.0, 1.02)
(0, 3, 2021-05-13, 110405.0, 1.72)
(0, 4, 2021-05-13, 110405.0, 3.94)
(0, 0, 2021-05-14, 164514.0, 1.99)
(0, 1, 2021-05-14, 164514.0, 5.8)
(0, 2, 2021-05-14, 164514.0, 6.88)
(0, 3, 2021-05-14, 164514.0, 3.29)
(0, 4, 2021-05-14, 164514.0, 9.66)
(0, 0, 2021-05-15, 194642.0, 8.16)
(0, 1, 2021-05-15, 194642.0, 5.35)
(0, 2, 2021-05-15, 194642.0, 1.3)
(0, 3, 2021-05-15, 194642.0, 5.18)
(0, 4, 2021-05-15, 194642.0, 1.15)
(0, 0, 2021-05-16, 135000.4, 5.43)
(0, 1, 2021-05-16, 135000.4, 6.52)
(0, 2, 2021-05-16, 135000.4, 8.39)
(0, 3, 2021-05-16, 135000.4, 6.46)
(0, 4, 2021-05-16, 135000.4, 6.36)
(0, 0, 2021-05-17, 160753.4, 8.45)
(0, 1, 2021-05-17, 160753.4, 7.13)
(0, 2, 2021-05-17, 160753.4, 9.1)
(0, 3, 2021-05-17, 160753.4, 7.74)
(0, 4, 2021-05-17, 160753.4, 2.65)
(0, 0, 2021-05-18, 89230.8, 4.73)
(0, 1, 2021-05-18, 89230.8, 3.46)
(0, 2, 2021-05-18, 89230.8, 5.5)
(0, 3, 2021-05-18, 89230.8, 8.69)
(0, 4, 2021-05-18, 89230.8, 7.86)
(0, 0, 2021-05-19, 160328.8, 5.35)
(0, 1, 2021-05-19, 160328.8, 9.6)
(0, 2, 2021-05-19, 160328.8, 4.33)
(0, 3, 2021-05-19, 160328.8, 3.41)
(0, 4, 2021-05-19, 160328.8, 9.62)
(0, 0, 2021-05-20, 213876.0, 5.91)
(0, 1, 2021-05-20, 213876.0, 3.54)
(0, 2, 2021-05-20, 213876.0, 1.37)
(0, 3, 2021-05-20, 213876.0, 9.88)
(0, 4, 2021-05-20, 213876.0, 6.64)
(0, 0, 2021-05-21, 203922.6, 1.63)
(0, 1, 2021-05-21, 203922.6, 2.12)
(0, 2, 2021-05-21, 203922.6, 6.37)
(0, 3, 2021-05-21, 203922.6, 7.74)
(0, 4, 2021-05-21, 203922.6, 7.92)
(0, 0, 2021-05-22, 223977.6, 7.18)
(0, 1, 2021-05-22, 223977.6, 6.03)
(0, 2, 2021-05-22, 223977.6, 4.45)
(0, 3, 2021-05-22, 223977.6, 8.6)
(0, 4, 2021-05-22, 223977.6, 4.52)
(0, 0, 2021-05-23, 151907.0, 3.17)
(0, 1, 2021-05-23, 151907.0, 8.64)
(0, 2, 2021-05-23, 151907.0, 3.87)
(0, 3, 2021-05-23, 151907.0, 8.14)
(0, 4, 2021-05-23, 151907.0, 3.56)
(0, 0, 2021-05-24, 196664.0, 4.26)
(0, 1, 2021-05-24, 196664.0, 6.34)
(0, 2, 2021-05-24, 196664.0, 9.97)
(0, 3, 2021-05-24, 196664.0, 6.69)
(0, 4, 2021-05-24, 196664.0, 7.32)
(0, 0, 2021-05-25, 80199.6, 2.28)
(0, 1, 2021-05-25, 80199.6, 6.99)
(0, 2, 2021-05-25, 80199.6, 7.36)
(0, 3, 2021-05-25, 80199.6, 4.72)
(0, 4, 2021-05-25, 80199.6, 3.81)
(0, 0, 2021-05-26, 195722.0, 6.18)
(0, 1, 2021-05-26, 195722.0, 2.97)
(0, 2, 2021-05-26, 195722.0, 6.62)
(0, 3, 2021-05-26, 195722.0, 1.28)
(0, 4, 2021-05-26, 195722.0, 5.69)
(0, 0, 2021-05-27, 193963.2, 2.84)
(0, 1, 2021-05-27, 193963.2, 1.44)
(0, 2, 2021-05-27, 193963.2, 2.21)
(0, 3, 2021-05-27, 193963.2, 1.68)
(0, 4, 2021-05-27, 193963.2, 3.22)
(0, 0, 2021-05-28, 91644.2, 7.74)
(0, 1, 2021-05-28, 91644.2, 1.22)
(0, 2, 2021-05-28, 91644.2, 3.37)
(0, 3, 2021-05-28, 91644.2, 3.08)
